Species name,Genus,Major group
Sorbus aronioides,Sorbus,Angiosperm
Sorbus astateria,Sorbus,Angiosperm
Sorbus caloneura,Sorbus,Angiosperm
Sorbus caloneura var. caloneura,Sorbus,Angiosperm
Sorbus caloneura var. kwangtungensis,Sorbus,Angiosperm
Sorbus coronata,Sorbus,Angiosperm
Sorbus coronata var. ambrozyana,Sorbus,Angiosperm
Sorbus coronata var. coronata,Sorbus,Angiosperm
Sorbus coronata var. glabrescens,Sorbus,Angiosperm
Sorbus corymbifera,Sorbus,Angiosperm
Sorbus cuspidata,Sorbus,Angiosperm
Sorbus discolor,Sorbus,Angiosperm
Sorbus dunnii,Sorbus,Angiosperm
Sorbus epidendron,Sorbus,Angiosperm
Sorbus esserteauiana,Sorbus,Angiosperm
Sorbus ferruginea,Sorbus,Angiosperm
Sorbus filipes,Sorbus,Angiosperm
Sorbus folgneri,Sorbus,Angiosperm
Sorbus folgneri var. duplicatodentata,Sorbus,Angiosperm
Sorbus folgneri var. folgneri,Sorbus,Angiosperm
Sorbus foliolosa,Sorbus,Angiosperm
Sorbus globosa,Sorbus,Angiosperm
Sorbus glomerulata,Sorbus,Angiosperm
Sorbus guanxianensis,Sorbus,Angiosperm
Sorbus helenae,Sorbus,Angiosperm
Sorbus helenae var. argutiserrata,Sorbus,Angiosperm
Sorbus helenae var. helenae,Sorbus,Angiosperm
Sorbus hemsleyi,Sorbus,Angiosperm
Sorbus hupehensis,Sorbus,Angiosperm
Sorbus hupehensis var. hupehensis,Sorbus,Angiosperm
Sorbus hupehensis var. paucijuga,Sorbus,Angiosperm
Sorbus insignis,Sorbus,Angiosperm
Sorbus keissleri,Sorbus,Angiosperm
Sorbus kiukiangensis,Sorbus,Angiosperm
Sorbus kiukiangensis var. glabrescens,Sorbus,Angiosperm
Sorbus kiukiangensis var. kiukiangensis,Sorbus,Angiosperm
Sorbus koehneana,Sorbus,Angiosperm
Sorbus lanpingensis,Sorbus,Angiosperm
Sorbus macrantha,Sorbus,Angiosperm
Sorbus medogensis,Sorbus,Angiosperm
Sorbus megalocarpa,Sorbus,Angiosperm
Sorbus megalocarpa var. cuneata,Sorbus,Angiosperm
Sorbus megalocarpa var. megalocarpa,Sorbus,Angiosperm
Sorbus meliosmifolia,Sorbus,Angiosperm
Sorbus microphylla,Sorbus,Angiosperm
Sorbus monbeigii,Sorbus,Angiosperm
Sorbus multijuga,Sorbus,Angiosperm
Sorbus obsoletidentata,Sorbus,Angiosperm
Sorbus ochracea,Sorbus,Angiosperm
Sorbus oligodonta,Sorbus,Angiosperm
Sorbus pallescens,Sorbus,Angiosperm
Sorbus pohuashanensis,Sorbus,Angiosperm
Sorbus poteriifolia,Sorbus,Angiosperm
Sorbus prattii,Sorbus,Angiosperm
Sorbus prattii var. aestivalis,Sorbus,Angiosperm
Sorbus prattii var. prattii,Sorbus,Angiosperm
Sorbus pteridophylla,Sorbus,Angiosperm
Sorbus pteridophylla var. pteridophylla,Sorbus,Angiosperm
Sorbus pteridophylla var. tephroclada,Sorbus,Angiosperm
Sorbus randaiensis,Sorbus,Angiosperm
Sorbus reducta,Sorbus,Angiosperm
Sorbus reducta var. pubescens,Sorbus,Angiosperm
Sorbus reducta var. reducta,Sorbus,Angiosperm
Sorbus rehderiana,Sorbus,Angiosperm
Sorbus rehderiana var. cupreonitens,Sorbus,Angiosperm
Sorbus rehderiana var. grosseserrata,Sorbus,Angiosperm
Sorbus rehderiana var. rehderiana,Sorbus,Angiosperm
Sorbus rhamnoides,Sorbus,Angiosperm
Sorbus rhombifolia,Sorbus,Angiosperm
Sorbus rufopilosa,Sorbus,Angiosperm
Sorbus rufopilosa var. rufopilosa,Sorbus,Angiosperm
Sorbus rufopilosa var. stenophylla,Sorbus,Angiosperm
Sorbus salwinensis,Sorbus,Angiosperm
Sorbus sargentiana,Sorbus,Angiosperm
Sorbus scalaris,Sorbus,Angiosperm
Sorbus setschwanensis,Sorbus,Angiosperm
Sorbus subochracea,Sorbus,Angiosperm
Sorbus tapashana,Sorbus,Angiosperm
Sorbus thibetica,Sorbus,Angiosperm
Sorbus thomsonii,Sorbus,Angiosperm
Sorbus tianschanica,Sorbus,Angiosperm
Sorbus tianschanica var. integrifoliolata,Sorbus,Angiosperm
Sorbus tianschanica var. tianschanica,Sorbus,Angiosperm
Sorbus tiantangensis,Sorbus,Angiosperm
Sorbus tsinlingensis,Sorbus,Angiosperm
Sorbus ursina,Sorbus,Angiosperm
Sorbus ursina var. ursina,Sorbus,Angiosperm
Sorbus ursina var. wenzigiana,Sorbus,Angiosperm
Sorbus vilmorinii,Sorbus,Angiosperm
Sorbus wilsoniana,Sorbus,Angiosperm
Sorbus yuana,Sorbus,Angiosperm
Sorbus yunnanensis,Sorbus,Angiosperm
Sorbus zahlbruckneri,Sorbus,Angiosperm
Sorbus zayuensis,Sorbus,Angiosperm
Celtis biondii,Celtis,Angiosperm
Celtis bungeana,Celtis,Angiosperm
Celtis cerasifera,Celtis,Angiosperm
Celtis chekiangensis,Celtis,Angiosperm
Celtis julianae,Celtis,Angiosperm
Celtis koraiensis,Celtis,Angiosperm
Celtis philippensis,Celtis,Angiosperm
Celtis philippensis var. philippensis,Celtis,Angiosperm
Celtis philippensis var. wightii,Celtis,Angiosperm
Celtis sinensis,Celtis,Angiosperm
Celtis tetrandra,Celtis,Angiosperm
Celtis timorensis,Celtis,Angiosperm
Celtis vandervoetiana,Celtis,Angiosperm
Ficus abelii,Ficus,Angiosperm
Ficus altissima,Ficus,Angiosperm
Ficus ampelos,Ficus,Angiosperm
Ficus annulata,Ficus,Angiosperm
Ficus aurantiaca,Ficus,Angiosperm
Ficus auriculata,Ficus,Angiosperm
Ficus beipeiensis,Ficus,Angiosperm
Ficus benguetensis,Ficus,Angiosperm
Ficus benjamina,Ficus,Angiosperm
Ficus benjamina var. benjamina,Ficus,Angiosperm
Ficus benjamina var. nuda,Ficus,Angiosperm
Ficus callosa,Ficus,Angiosperm
Ficus cardiophylla,Ficus,Angiosperm
Ficus carica,Ficus,Angiosperm
Ficus caulocarpa,Ficus,Angiosperm
Ficus chapaensis,Ficus,Angiosperm
Ficus chartacea,Ficus,Angiosperm
Ficus chartacea var. chartacea,Ficus,Angiosperm
Ficus chartacea var. torulosa,Ficus,Angiosperm
Ficus concinna,Ficus,Angiosperm
Ficus cumingii,Ficus,Angiosperm
Ficus curtipes,Ficus,Angiosperm
Ficus cyrtophylla,Ficus,Angiosperm
Ficus daimingshanensis,Ficus,Angiosperm
Ficus dinganensis,Ficus,Angiosperm
Ficus drupacea,Ficus,Angiosperm
Ficus drupacea var. drupacea,Ficus,Angiosperm
Ficus drupacea var. pubescens,Ficus,Angiosperm
Ficus elastica,Ficus,Angiosperm
Ficus erecta,Ficus,Angiosperm
Ficus esquiroliana,Ficus,Angiosperm
Ficus filicauda,Ficus,Angiosperm
Ficus filicauda var. filicauda,Ficus,Angiosperm
Ficus filicauda var. longipes,Ficus,Angiosperm
Ficus fistulosa,Ficus,Angiosperm
Ficus formosana,Ficus,Angiosperm
Ficus fulva,Ficus,Angiosperm
Ficus fusuiensis,Ficus,Angiosperm
Ficus gasparriniana,Ficus,Angiosperm
Ficus gasparriniana var. esquirolii,Ficus,Angiosperm
Ficus gasparriniana var. gasparriniana,Ficus,Angiosperm
Ficus gasparriniana var. laceratifolia,Ficus,Angiosperm
Ficus geniculata,Ficus,Angiosperm
Ficus glaberrima,Ficus,Angiosperm
Ficus guangxiensis,Ficus,Angiosperm
Ficus guizhouensis,Ficus,Angiosperm
Ficus hederacea,Ficus,Angiosperm
Ficus henryi,Ficus,Angiosperm
Ficus heteromorpha,Ficus,Angiosperm
Ficus heterophylla,Ficus,Angiosperm
Ficus heteropleura,Ficus,Angiosperm
Ficus hirta,Ficus,Angiosperm
Ficus hispida,Ficus,Angiosperm
Ficus hookeriana,Ficus,Angiosperm
Ficus irisana,Ficus,Angiosperm
Ficus ischnopoda,Ficus,Angiosperm
Ficus kurzii,Ficus,Angiosperm
Ficus laevis,Ficus,Angiosperm
Ficus langkokensis,Ficus,Angiosperm
Ficus maclellandii,Ficus,Angiosperm
Ficus microcarpa,Ficus,Angiosperm
Ficus napoensis,Ficus,Angiosperm
Ficus neriifolia,Ficus,Angiosperm
Ficus nervosa,Ficus,Angiosperm
Ficus oligodon,Ficus,Angiosperm
Ficus orthoneura,Ficus,Angiosperm
Ficus ovatifolia,Ficus,Angiosperm
Ficus pandurata,Ficus,Angiosperm
Ficus pedunculosa,Ficus,Angiosperm
Ficus pisocarpa,Ficus,Angiosperm
Ficus polynervis,Ficus,Angiosperm
Ficus praetermissa,Ficus,Angiosperm
Ficus prostrata,Ficus,Angiosperm
Ficus pubigera,Ficus,Angiosperm
Ficus pubigera var. anserina,Ficus,Angiosperm
Ficus pubigera var. maliformis,Ficus,Angiosperm
Ficus pubigera var. pubigera,Ficus,Angiosperm
Ficus pubigera var. reticulata,Ficus,Angiosperm
Ficus pubilimba,Ficus,Angiosperm
Ficus pubinervis,Ficus,Angiosperm
Ficus pumila,Ficus,Angiosperm
Ficus pumila var. awkeotsang,Ficus,Angiosperm
Ficus pumila var. pumila,Ficus,Angiosperm
Ficus pyriformis,Ficus,Angiosperm
Ficus racemosa,Ficus,Angiosperm
Ficus racemosa var. miquelli,Ficus,Angiosperm
Ficus racemosa var. racemosa,Ficus,Angiosperm
Ficus religiosa,Ficus,Angiosperm
Ficus ruficaulis,Ficus,Angiosperm
Ficus rumphii,Ficus,Angiosperm
Ficus ruyuanensis,Ficus,Angiosperm
Ficus sagittata,Ficus,Angiosperm
Ficus sarmentosa,Ficus,Angiosperm
Ficus sarmentosa var. duclouxii,Ficus,Angiosperm
Ficus sarmentosa var. henryi,Ficus,Angiosperm
Ficus sarmentosa var. impressa,Ficus,Angiosperm
Ficus sarmentosa var. lacrymans,Ficus,Angiosperm
Ficus sarmentosa var. luducca,Ficus,Angiosperm
Ficus sarmentosa var. nipponica,Ficus,Angiosperm
Ficus sarmentosa var. sarmentosa,Ficus,Angiosperm
Ficus sarmentosa var. thunbergii,Ficus,Angiosperm
Ficus semicordata,Ficus,Angiosperm
Ficus septica,Ficus,Angiosperm
Ficus simplicissima,Ficus,Angiosperm
Ficus sinociliata,Ficus,Angiosperm
Ficus squamosa,Ficus,Angiosperm
Ficus stenophylla,Ficus,Angiosperm
Ficus stricta,Ficus,Angiosperm
Ficus subgen. Ficus,Ficus,Angiosperm
Ficus subgen. Pharmacosycea,Ficus,Angiosperm
Ficus subgen. Sycidium,Ficus,Angiosperm
Ficus subgen. Sycomorus,Ficus,Angiosperm
Ficus subgen. Synoecia,Ficus,Angiosperm
Ficus subgen. Urostigma,Ficus,Angiosperm
Ficus subincisa,Ficus,Angiosperm
Ficus subpisocarpa,Ficus,Angiosperm
Ficus subulata,Ficus,Angiosperm
Ficus tannoensis,Ficus,Angiosperm
Ficus tikoua,Ficus,Angiosperm
Ficus tinctoria,Ficus,Angiosperm
Ficus tinctoria subsp. gibbosa,Ficus,Angiosperm
Ficus tinctoria subsp. swinhoei,Ficus,Angiosperm
Ficus tinctoria subsp. tinctoria,Ficus,Angiosperm
Ficus trichocarpa Blume var. obtusa,Ficus,Angiosperm
Ficus trivia,Ficus,Angiosperm
Ficus trivia var. laevigata,Ficus,Angiosperm
Ficus trivia var. trivia,Ficus,Angiosperm
Ficus tsiangii,Ficus,Angiosperm
Ficus tuphapensis,Ficus,Angiosperm
Ficus undulata,Ficus,Angiosperm
Ficus vaccinioides,Ficus,Angiosperm
Ficus variegata,Ficus,Angiosperm
Ficus variolosa,Ficus,Angiosperm
Ficus vasculosa,Ficus,Angiosperm
Ficus virens,Ficus,Angiosperm
Ficus virgata,Ficus,Angiosperm
Ficus yunnanensis,Ficus,Angiosperm
Photinia anlungensis,Photinia,Angiosperm
Photinia arguta,Photinia,Angiosperm
Photinia arguta var. hookeri,Photinia,Angiosperm
Photinia arguta var. salicifolia,Photinia,Angiosperm
Photinia beauverdiana,Photinia,Angiosperm
Photinia beauverdiana var. beauverdiana,Photinia,Angiosperm
Photinia beauverdiana var. brevifolia,Photinia,Angiosperm
Photinia beckii,Photinia,Angiosperm
Photinia benthamiana,Photinia,Angiosperm
Photinia benthamiana var. benthamiana,Photinia,Angiosperm
Photinia benthamiana var. obovata,Photinia,Angiosperm
Photinia benthamiana var. salicifolia,Photinia,Angiosperm
Photinia berberidifolia,Photinia,Angiosperm
Photinia bergerae,Photinia,Angiosperm
Photinia blinii,Photinia,Angiosperm
Photinia bodinieri,Photinia,Angiosperm
Photinia bodinieri var. bodinieri,Photinia,Angiosperm
Photinia bodinieri var. longifolia,Photinia,Angiosperm
Photinia calleryana,Photinia,Angiosperm
Photinia callosa,Photinia,Angiosperm
Photinia chihsiniana,Photinia,Angiosperm
Photinia chingiana,Photinia,Angiosperm
Photinia chingiana var. chingiana,Photinia,Angiosperm
Photinia chingiana var. lipingensis,Photinia,Angiosperm
Photinia chingshuiensis,Photinia,Angiosperm
Photinia crassifolia,Photinia,Angiosperm
Photinia fokienensis,Photinia,Angiosperm
Photinia glabra,Photinia,Angiosperm
Photinia glomerata,Photinia,Angiosperm
Photinia hirsuta,Photinia,Angiosperm
Photinia hirsuta var. hirsuta,Photinia,Angiosperm
Photinia hirsuta var. lobulata,Photinia,Angiosperm
Photinia impressivena,Photinia,Angiosperm
Photinia impressivena var. impressivena,Photinia,Angiosperm
Photinia impressivena var. urceolocarpa,Photinia,Angiosperm
Photinia integrifolia,Photinia,Angiosperm
Photinia integrifolia var. flavidiflora,Photinia,Angiosperm
Photinia integrifolia var. integrifolia,Photinia,Angiosperm
Photinia komarovii,Photinia,Angiosperm
Photinia kwangsiensis,Photinia,Angiosperm
Photinia lanuginosa,Photinia,Angiosperm
Photinia lasiogyna,Photinia,Angiosperm
Photinia lasiogyna var. glabrescens,Photinia,Angiosperm
Photinia lasiogyna var. lasiogyna,Photinia,Angiosperm
Photinia lochengensis,Photinia,Angiosperm
Photinia loriformis,Photinia,Angiosperm
Photinia lucida,Photinia,Angiosperm
Photinia megaphylla,Photinia,Angiosperm
Photinia obliqua,Photinia,Angiosperm
Photinia parvifolia,Photinia,Angiosperm
Photinia parvifolia var. parvifolia,Photinia,Angiosperm
Photinia parvifolia var. subparvifolia,Photinia,Angiosperm
Photinia pilosicalyx,Photinia,Angiosperm
Photinia podocarpifolia,Photinia,Angiosperm
Photinia prionophylla,Photinia,Angiosperm
Photinia prionophylla var. nudifolia,Photinia,Angiosperm
Photinia prionophylla var. prionophylla,Photinia,Angiosperm
Photinia prunifolia,Photinia,Angiosperm
Photinia prunifolia var. denticulata,Photinia,Angiosperm
Photinia prunifolia var. prunifolia,Photinia,Angiosperm
Photinia raupingensis,Photinia,Angiosperm
Photinia schneideriana,Photinia,Angiosperm
Photinia schneideriana var. parviflora,Photinia,Angiosperm
Photinia schneideriana var. schneideriana,Photinia,Angiosperm
Photinia serratifolia,Photinia,Angiosperm
Photinia serratifolia var. ardisiifolia,Photinia,Angiosperm
Photinia serratifolia var. daphniphylloides,Photinia,Angiosperm
Photinia serratifolia var. lasiopetala,Photinia,Angiosperm
Photinia serratifolia var. serratifolia,Photinia,Angiosperm
Photinia sorbifolia,Photinia,Angiosperm
Photinia stenophylla,Photinia,Angiosperm
Photinia taishunensis,Photinia,Angiosperm
Photinia tsaii,Photinia,Angiosperm
Photinia tushanensis,Photinia,Angiosperm
Photinia villosa,Photinia,Angiosperm
Photinia villosa var. glabricalycina,Photinia,Angiosperm
Photinia villosa var. sinica,Photinia,Angiosperm
Photinia villosa var. villosa,Photinia,Angiosperm
Photinia zhejiangensis,Photinia,Angiosperm
Eriobotrya bengalensis var. angustifolia,Eriobotrya,Angiosperm
Eriobotrya cavaleriei,Eriobotrya,Angiosperm
Eriobotrya deflexa,Eriobotrya,Angiosperm
Eriobotrya elliptica,Eriobotrya,Angiosperm
Eriobotrya fragrans,Eriobotrya,Angiosperm
Eriobotrya fulvicoma,Eriobotrya,Angiosperm
Eriobotrya henryi,Eriobotrya,Angiosperm
Eriobotrya japonica,Eriobotrya,Angiosperm
Eriobotrya malipoensis,Eriobotrya,Angiosperm
Eriobotrya obovata,Eriobotrya,Angiosperm
Eriobotrya prinoides,Eriobotrya,Angiosperm
Eriobotrya salwinensis,Eriobotrya,Angiosperm
Eriobotrya seguinii,Eriobotrya,Angiosperm
Eriobotrya serrata,Eriobotrya,Angiosperm
Eriobotrya tengyuehensis,Eriobotrya,Angiosperm
