internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
117468429,Zingiber ottensii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Zingiber,ottensii,,,,,Valeton,
117469019,Zingiber spectabile,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Zingiber,spectabile,,,,,Griff.,
117469052,Zingiber stenostachys,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Zingiber,stenostachys,,,,,K.Schum.,
117469426,Zingiber vanlithianum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Zingiber,vanlithianum,,,,,Koord.,
125297717,Alpinia macrocrista,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Alpinia,macrocrista,,,,,Ardiyani &amp; Ardi,
125297742,Alpinia pusilla,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Alpinia,pusilla,,,,,Ardiyani &amp; Ardi,
125297885,Curcuma cotuana,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Curcuma,cotuana,,,,,"Luu, Škorničk. &amp; H.Ð.Trần",
126982290,Etlingera mendumiae,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Etlingera,mendumiae,,,,,A.D.Poulsen,
126984393,Etlingera stenophylla,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Etlingera,stenophylla,,,,,(K.Schum.) A.D.Poulsen,
131774759,Zingiber castaneum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Zingiber,castaneum,,,,,Škorničk. &amp; Q.B.Nguyen,
202201,Amomum chevalieri,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Amomum,chevalieri,,,,,Gagnep. ex Lamxay,
202204,Amomum dealbatum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Amomum,dealbatum,,,,,Roxb.,This is a species complex and is not well typified.
202205,Meistera echinocarpa,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Meistera,echinocarpa,,,,,(Alston) Škorničk. &amp; M.F.Newman,"This is a species complex and is not well typified.<br/><br/>A recent molecular phylogenetic study combined with morphological studies confirmed that&#160;<em>Amomum&#160;</em>was polyphyletic resulting in the resurrection of&#160;<em>Conamomum</em>,&#160;<em>Meistera&#160;</em>and&#160;<em>Wurfbainia&#160;</em>and the creation of three new genera&#160;<em>Epiamomum</em>, <em>Lanxangia </em>and&#160;<em>Sundamomum&#160;</em>(de Boer&#160;<em>et al</em>. 2018)."
202207,Meistera gagnepainii,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Meistera,gagnepainii,,,,,"(T.L.Wu, K.Larsen &amp; Turland) Škorničk. &amp; M.F.Newman","A recent molecular phylogenetic study combined with morphological studies confirmed that&#160;<em>Amomum&#160;</em>was polyphyletic resulting in the resurrection of&#160;<em>Conamomum</em>,&#160;<em>Meistera&#160;</em>and&#160;<em>Wurfbainia&#160;</em>and the creation of three new genera&#160;<em>Epiamomum</em>, <em>Lanxangia </em>and&#160;<em>Sundamomum&#160;</em>(de Boer&#160;<em>et al</em>. 2018)."
202209,Amomum glabrum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Amomum,glabrum,,,,,S.Q.Tong,
202213,Amomum longipetiolatum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Amomum,longipetiolatum,,,,,Merr.,
202222,Amomum sericeum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Amomum,sericeum,,,,,Roxb.,This is a species complex and is not well typified.
202230,Wurfbainia vera,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Wurfbainia,vera,,,,,(Blackw.) Škorničk. &amp; A.D.Poulsen,"A recent molecular phylogenetic study combined with morphological studies confirmed that&#160;<em>Amomum&#160;</em>was polyphyletic resulting in the resurrection of&#160;<em>Conamomum</em>,&#160;<em>Meistera&#160;</em>and&#160;<em>Wurfbainia&#160;</em>and the creation of three new genera&#160;<em>Epiamomum</em>,&#160;<em>Lanxangia&#160;</em>and&#160;<em>Sundamomum&#160;</em>(de Boer&#160;<em>et al</em>. 2018).<br/><br/>This is a species complex; collections from Thailand and Indonesia are known as <span style=""font-style: italic;"">Wurfbainia testaca</span> and <em>W</em><span style=""font-style: italic;"">. compactum</span>."
44392217,Zingiber ligulatum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Zingiber,ligulatum,,,,,Roxb.,
117467862,Zingiber purpureum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,ZINGIBERACEAE,Zingiber,purpureum,,,,,Roscoe,"This taxon has been previously assessed as&#160;<em>Zingiber montanum</em>, but—after Bai&#160;<em>et al.</em>&#160;(2020) study of the identity, taxonomy and nomenclatural history of <em>Z.</em>&#160;<em>montanum</em>,<em>&#160;Z. purpureum</em>&#160;and their synonyms—it was concluded that the species subject to this assessment corresponds to be in reality <em>Z. purpureum.</em><br/><br/><em>Zingiber purpureum</em> is the name that was given to this plant when it was described for the first time, but along the years it was misidentified and confused with <em>Z. montanum</em> (Bai <em>et al</em>. 2020).<br/><br/><em>Zingiber purpureum</em>&#160;is the widely cultivated plant known as Cassumunar Ginger, used in traditional medicine (Bai <em>et al</em>. 2020), and for which there is lack of information regarding its place of origin."
158541279,Musa lanceolata,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES,MUSACEAE,Musa,lanceolata,,,,,Warb. ex K.Schum.,"According to Häkkinen (2013),&#160;<em>Musa lanceolata&#160;</em>Warb. ex K. Schum. is assigned to&#160;<em>Musa&#160;</em>sect.&#160;<em>Musa</em>&#160;Cheesman. By this definition,&#160;<em>M. lanceolata&#160;</em>is a wild relative of edible crop bananas and plantains&#160;under Taxon Group 2, according to the taxon group definition by Maxted&#160;<em>et al.</em>&#160;(2006)."
