internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
193918,Magnolia compressa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MAGNOLIACEAE,Magnolia,compressa,,,,,Maxim.,"<span style=""font-style: italic;"">Michelia parviflora </span>Merr. is an illegitimate synonym. <br/><a href=""http://www.theplantlist.org/tpl/record/kew-126776""><em></em></a>"
193936,Magnolia doltsopa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MAGNOLIACEAE,Magnolia,doltsopa,,,,,(Buch.-Ham. ex DC.) Figlar,
193953,Magnolia kisopa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MAGNOLIACEAE,Magnolia,kisopa,,,,,(Buch.-Ham. ex DC.) Figlar,
193962,Magnolia leveilleana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MAGNOLIACEAE,Magnolia,leveilleana,,,,,(Dandy) Figlar,
194020,Magnolia yuyuanensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MAGNOLIACEAE,Magnolia,yuyuanensis,,,,,(Y.W.Law) V.S.Kumar,
194275,Betula bomiensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,BETULACEAE,Betula,bomiensis,,,,,P.C.Li,"<em>Betula delavayi, B. bomiensis, B. calcicola</em> and <em>B. potaninii</em> taxa are very confused. However they are separable by their visible morphological characters, ploidy and geographical distribution."
194592,Carpinus rupestris,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,BETULACEAE,Carpinus,rupestris,,,,,A.Camus,
194620,Corylus potaninii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,BETULACEAE,Corylus,potaninii,,,,,Bobrov,
194660,Corylus wangii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,BETULACEAE,Corylus,wangii,,,,,Hu,"The similar <em>Corylus jacquemontii</em> Decaisne, from the Himalayas, differs in having bract lobes ovate-lanceolate, usually not reflexed, without lobules.(Flora of China, 1999)."
201755,Amorphophallus hayi,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,Amorphophallus,hayi,,,,,Hett.,
201766,Rhaphidophora laichauensis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,Rhaphidophora,laichauensis,,,,,Gagnep.,
32425,Magnolia henryi,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,MAGNOLIACEAE,Magnolia,henryi,,,,,Dunn,
34079,Cupressus duclouxiana,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,Cupressus,duclouxiana,,,,,Hickel,"<span lang=""EN-US"">"
34102,Podocarpus subtropicalis,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,PODOCARPACEAE,Podocarpus,subtropicalis,,,,,de Laub.,"<em>Podocarpus subtropicalis</em> has been identified with <em>P. neriifolius</em> by Chinese botanists (see <em>Flora of China</em> 4: 82, 1999), although it is usually not explicitly synonymized with that species in the recent floristic literature. Its taxonomic status remains somewhat uncertain and is not helped by the circumstance that it seems to have been widely spread in cultivation. Its morphology is also close to <em>P. fasciculus</em>, a species from Taiwan described by de Laubenfels (1985) in the same paper on the same page, both with short Latin descriptions and type designations, but without comparative discussion. A more critical taxonomic comparison based on further sampling from trees occurring in the wild is needed."
